index,case_key,opinion_label
2592,a1534,majority
2593,a1534,dissent3
2594,a1535,majority
2595,a1535,dissent1
2596,a1535,majority
2597,a1535,dissent2
2598,a1536,majority
2599,a1536,dissent1
2600,a1536,majority
2601,a1536,dissent2
2602,a1536,majority
2603,a1536,dissent3
2604,a1538,majority
2605,a1538,dissent1
2606,a1539,majority
2607,a1539,dissent1
2608,a1540,majority
2609,a1540,dissent1
2610,a1541,majority
2611,a1541,dissent1
2612,a1542,majority
2613,a1542,dissent1
2614,a1543,majority
2615,a1543,dissent1
2616,a1544,majority
2617,a1544,dissent1
2618,a1547,majority
2619,a1547,dissent1
2620,a1547,majority
2621,a1547,dissent2
2622,a1549,majority
2623,a1549,dissent1
2624,a1549,majority
2625,a1549,dissent2
2626,a1551,majority
2627,a1551,dissent1
2628,a1551,majority
2629,a1551,dissent2
2630,a1551,majority
2631,a1551,dissent3
2632,a1551,majority
2633,a1551,dissent4
2634,a1552,majority
2635,a1552,dissent1
2636,a1552,majority
2637,a1552,dissent2
2638,a1553,majority
2639,a1553,dissent1
2640,a1553,majority
2641,a1553,dissent2
2642,a1554,majority
2643,a1554,dissent1
2644,a1555,majority
2645,a1555,dissent1
2646,a1555,majority
2647,a1555,dissent2
2648,a1556,majority
2649,a1556,dissent1
2650,a1556,majority
2651,a1556,dissent2
2652,a1557,majority
2653,a1557,dissent1
2654,a1558,majority
2655,a1558,dissent1
2656,a1569,majority
2657,a1569,dissent1
2658,a1570,majority
2659,a1570,dissent1
2660,a1572,majority
2661,a1572,dissent1
2662,a1572,majority
2663,a1572,dissent2
2664,a1573,majority
2665,a1573,dissent1
2666,a1575,majority
2667,a1575,dissent1
2668,a1576,majority
2669,a1576,dissent1
2670,a1577,majority
2671,a1577,dissent1
2672,a1578,majority
2673,a1578,dissent1
2674,a1579,majority
2675,a1579,dissent1
2676,a1580,majority
2677,a1580,dissent1
2678,a1582,majority
2679,a1582,dissent1
2680,a1584,majority
2681,a1584,dissent1
2682,a1586,majority
2683,a1586,dissent1
2684,a1587,majority
2685,a1587,dissent1
2686,a1588,majority
2687,a1588,dissent1
2688,a1591,majority
2689,a1591,dissent1
2690,a1592,majority
2691,a1592,dissent1
2692,a1593,majority
2693,a1593,dissent1
2694,a1594,majority
2695,a1594,dissent1
2696,a1596,majority
2697,a1596,dissent1
2698,a1598,majority
2699,a1598,dissent1
2700,a1598,majority
2701,a1598,dissent2
2702,a1599,majority
2703,a1599,dissent1
2704,a1599,majority
2705,a1599,dissent2
2706,a1603,majority
2707,a1603,dissent1
2708,a1603,majority
2709,a1603,dissent2
2710,a1605,majority
2711,a1605,dissent1
2712,a1606,majority
2713,a1606,dissent1
2714,a1607,majority
2715,a1607,dissent1
2716,a1608,majority
2717,a1608,dissent1
2718,a1609,majority
2719,a1609,dissent1
2720,a1612,majority
2721,a1612,dissent1
2722,a1616,majority
2723,a1616,dissent1
2724,a1617,majority
2725,a1617,dissent1
2726,a1617,majority
2727,a1617,dissent2
2728,a1619,majority
2729,a1619,dissent1
2730,a1620,majority
2731,a1620,dissent1
2732,a1620,majority
2733,a1620,dissent2
2734,a1622,majority
2735,a1622,dissent1
2736,a1625,majority
2737,a1625,dissent1
2738,a1629,majority
2739,a1629,dissent1
2740,a1630,majority
2741,a1630,dissent1
2742,a1632,majority
2743,a1632,dissent1
2744,a1632,majority
2745,a1632,dissent2
2746,a1633,majority
2747,a1633,dissent1
2748,a1633,majority
2749,a1633,dissent2
2750,a1634,majority
2751,a1634,dissent1
2752,a1635,majority
2753,a1635,dissent1
2754,a1638,majority
2755,a1638,dissent1
2756,a1642,majority
2757,a1642,dissent1
2758,a1643,majority
2759,a1643,dissent1
2760,a1643,majority
2761,a1643,dissent2
2762,a1644,majority
2763,a1644,dissent1
2764,a1645,majority
2765,a1645,dissent1
2766,a1649,majority
2767,a1649,dissent1
2768,a1649,majority
2769,a1649,dissent2
2770,a1651,majority
2771,a1651,dissent1
2772,a1652,majority
2773,a1652,dissent1
2774,a1653,majority
2775,a1653,dissent1
2776,a1653,majority
2777,a1653,dissent2
2778,a1654,majority
2779,a1654,dissent1
2780,a1655,majority
2781,a1655,dissent1
2782,a1655,majority
2783,a1655,dissent2
2784,a1658,majority
2785,a1658,dissent1
2786,a1659,majority
2787,a1659,dissent1
2788,a1661,majority
2789,a1661,dissent1
2790,a1662,majority
2791,a1662,dissent1
2792,a1663,majority
2793,a1663,dissent1
2794,a1667,majority
2795,a1667,dissent1
2796,a1668,majority
2797,a1668,dissent1
2798,a1668,majority
2799,a1668,dissent2
2800,a1669,majority
2801,a1669,dissent1
2802,a1670,majority
2803,a1670,dissent1
2804,a1671,majority
2805,a1671,dissent1
2806,a1673,majority
2807,a1673,dissent1
2808,a1675,majority
2809,a1675,dissent1
2810,a1676,majority
2811,a1676,dissent1
2812,a1677,majority
2813,a1677,dissent1
2814,a1678,majority
2815,a1678,dissent1
2816,a1679,majority
2817,a1679,dissent1
2818,a1685,majority
2819,a1685,dissent1
2820,a1686,majority
2821,a1686,dissent1
2822,a1688,majority
2823,a1688,dissent1
2824,a1689,majority
2825,a1689,dissent1
2826,a1690,majority
2827,a1690,dissent1
2828,a1691,majority
2829,a1691,dissent1
2830,a1692,majority
2831,a1692,dissent1
2832,a1694,majority
2833,a1694,dissent1
2834,a1697,majority
2835,a1697,dissent1
2836,a1699,majority
2837,a1699,dissent1
2838,a1703,majority
2839,a1703,dissent1
2840,a1704,majority
2841,a1704,dissent1
2842,a1705,majority
2843,a1705,dissent1
2844,a1706,majority
2845,a1706,dissent1
2846,a1707,majority
2847,a1707,dissent1
2848,a1708,majority
2849,a1708,dissent1
2850,a1709,majority
2851,a1709,dissent1
2852,a1709,majority
2853,a1709,dissent2
2854,a1710,majority
2855,a1710,dissent1
2856,a1711,majority
2857,a1711,dissent1
2858,a1712,majority
2859,a1712,dissent1
2860,a1713,majority
2861,a1713,dissent1
2862,a1713,majority
2863,a1713,dissent2
2864,a1715,majority
2865,a1715,dissent1
2866,a1716,majority
2867,a1716,dissent1
2868,a1717,majority
2869,a1717,dissent1
2870,a1720,majority
2871,a1720,dissent1
2872,a1720,majority
2873,a1720,dissent2
2874,a1724,majority
2875,a1724,dissent1
2876,a1726,majority
2877,a1726,dissent1
2878,a1732,majority
2879,a1732,dissent1
2880,a1732,majority
2881,a1732,dissent2
2882,a1733,majority
2883,a1733,dissent1
2884,a1734,majority
2885,a1734,dissent1
2886,a1736,majority
2887,a1736,dissent1
2888,a1737,majority
2889,a1737,dissent1
2890,a1737,majority
2891,a1737,dissent2
2892,a1738,majority
2893,a1738,dissent1
2894,a1739,majority
2895,a1739,dissent1
2896,a1740,majority
2897,a1740,dissent1
2898,a1741,majority
2899,a1741,dissent1
2900,a1742,majority
2901,a1742,dissent1
2902,a1744,majority
2903,a1744,dissent1
2904,a1746,majority
2905,a1746,dissent1
2906,a1748,majority
2907,a1748,dissent1
2908,a1751,majority
2909,a1751,dissent1
2910,a1751,majority
2911,a1751,dissent2
2912,a1752,majority
2913,a1752,dissent1
2914,a1753,majority
2915,a1753,dissent1
2916,a1754,majority
2917,a1754,dissent1
2918,a1756,majority
2919,a1756,dissent1
2920,a1757,majority
2921,a1757,dissent1
2922,a1760,majority
2923,a1760,dissent1
2924,a1760,majority
2925,a1760,dissent2
2926,a1762,majority
2927,a1762,dissent1
2928,a1763,majority
2929,a1763,dissent1
2930,a1764,majority
2931,a1764,dissent1
2932,a1764,majority
2933,a1764,dissent2
2934,a1764,majority
2935,a1764,dissent3
2936,a1766,majority
2937,a1766,dissent1
2938,a1766,majority
2939,a1766,dissent2
2940,a1772,majority
2941,a1772,dissent1
2942,a1773,majority
2943,a1773,dissent1
2944,a1773,majority
2945,a1773,dissent2
2946,a1773,majority
2947,a1773,dissent3
2948,a1774,majority
2949,a1774,dissent1
2950,a1774,majority
2951,a1774,dissent2
2952,a1776,majority
2953,a1776,dissent1
2954,a1777,majority
2955,a1777,dissent1
2956,a1778,majority
2957,a1778,dissent1
2958,a1779,majority
2959,a1779,dissent1
2960,a1779,majority
2961,a1779,dissent2
2962,a1781,majority
2963,a1781,dissent1
2964,a1782,majority
2965,a1782,dissent1
2966,a1783,majority
2967,a1783,dissent1
2968,a1784,majority
2969,a1784,dissent1
2970,a1784,majority
2971,a1784,dissent2
2972,a1785,majority
2973,a1785,dissent1
2974,a1788,majority
2975,a1788,dissent1
2976,a1789,majority
2977,a1789,dissent1
2978,a1790,majority
2979,a1790,dissent1
2980,a1791,majority
2981,a1791,dissent1
2982,a1792,majority
2983,a1792,dissent1
2984,a1792,majority
2985,a1792,dissent2
2986,a1794,majority
2987,a1794,dissent1
2988,a1795,majority
2989,a1795,dissent1
2990,a1803,majority
2991,a1803,dissent1
2992,a1804,majority
2993,a1804,dissent1
2994,a1804,majority
2995,a1804,dissent2
2996,a1808,majority
2997,a1808,dissent1
2998,a1810,majority
2999,a1810,dissent1
3000,a1810,majority
3001,a1810,dissent2
3002,a1810,majority
3003,a1810,dissent3
3004,a1811,majority
3005,a1811,dissent1
3006,a1811,majority
3007,a1811,dissent2
3008,a1812,majority
3009,a1812,dissent1
3010,a1812,majority
3011,a1812,dissent2
3012,a1813,majority
3013,a1813,dissent1
3014,a1814,majority
3015,a1814,dissent1
3016,a1814,majority
3017,a1814,dissent2
3018,a1814,majority
3019,a1814,dissent3
3020,a1816,majority
3021,a1816,dissent1
3022,a1817,majority
3023,a1817,dissent1
3024,a1821,majority
3025,a1821,dissent1
3026,a1821,majority
3027,a1821,dissent2
3028,a1823,majority
3029,a1823,dissent1
3030,a1825,majority
3031,a1825,dissent1
3032,a1826,majority
3033,a1826,dissent1
3034,a1826,majority
3035,a1826,dissent2
3036,a1829,majority
3037,a1829,dissent1
3038,a1829,majority
3039,a1829,dissent2
3040,a1830,majority
3041,a1830,dissent1
3042,a1832,majority
3043,a1832,dissent1
3044,a1833,majority
3045,a1833,dissent1
3046,a1834,majority
3047,a1834,dissent1
3048,a1836,majority
3049,a1836,dissent1
3050,a1838,majority
3051,a1838,dissent1
3052,a1840,majority
3053,a1840,dissent1
3054,a1841,majority
3055,a1841,dissent1
3056,a1841,majority
3057,a1841,dissent2
3058,a1842,majority
3059,a1842,dissent1
3060,a1843,majority
3061,a1843,dissent1
3062,a1844,majority
3063,a1844,dissent1
3064,a1845,majority
3065,a1845,dissent1
3066,a1846,majority
3067,a1846,dissent1
3068,a1847,majority
3069,a1847,dissent1
3070,a1849,majority
3071,a1849,dissent1
3072,a1850,majority
3073,a1850,dissent1
3074,a1854,majority
3075,a1854,dissent1
3076,a1854,majority
3077,a1854,dissent2
3078,a1855,majority
3079,a1855,dissent1
3080,a1856,majority
3081,a1856,dissent1
3082,a1858,majority
3083,a1858,dissent1
3084,a1858,majority
3085,a1858,dissent2
3086,a1859,majority
3087,a1859,dissent1
3088,a1862,majority
3089,a1862,dissent1
3090,a1863,majority
3091,a1863,dissent1
3092,a1863,majority
3093,a1863,dissent2
3094,a1864,majority
3095,a1864,dissent1
3096,a1865,majority
3097,a1865,dissent1
3098,a1865,majority
3099,a1865,dissent2
3100,a1866,majority
3101,a1866,dissent1
3102,a1868,majority
3103,a1868,dissent1
3104,a1869,majority
3105,a1869,dissent1
3106,a1870,majority
3107,a1870,dissent1
3108,a1870,majority
3109,a1870,dissent2
3110,a1871,majority
3111,a1871,dissent1
3112,a1871,majority
3113,a1871,dissent2
3114,a1872,majority
3115,a1872,dissent1
3116,a1873,majority
3117,a1873,dissent1
3118,a1874,majority
3119,a1874,dissent1
3120,a1874,majority
3121,a1874,dissent2
3122,a1874,majority
3123,a1874,dissent3
3124,a1875,majority
3125,a1875,dissent1
3126,a1875,majority
3127,a1875,dissent2
3128,a1876,majority
3129,a1876,dissent1
3130,a1878,majority
3131,a1878,dissent1
3132,a1880,majority
3133,a1880,dissent1
3134,a1881,majority
3135,a1881,dissent1
3136,a1881,majority
3137,a1881,dissent2
3138,a1882,majority
3139,a1882,dissent1
3140,a1883,majority
3141,a1883,dissent1
3142,a1883,majority
3143,a1883,dissent2
3144,a1883,majority
3145,a1883,dissent3
3146,a1899,majority
3147,a1899,dissent1
3148,a1899,majority
3149,a1899,dissent2
3150,a1901,majority
3151,a1901,dissent1
3152,a1902,majority
3153,a1902,dissent1
3154,a1903,majority
3155,a1903,dissent1
3156,a1904,majority
3157,a1904,dissent1
3158,a1906,majority
3159,a1906,dissent1
3160,a1907,majority
3161,a1907,dissent1
3162,a1909,majority
3163,a1909,dissent1
3164,a1910,majority
3165,a1910,dissent1
3166,a1910,majority
3167,a1910,dissent2
3168,a1910,majority
3169,a1910,dissent3
3170,a1910,majority
3171,a1910,dissent4
3172,a1911,majority
3173,a1911,dissent1
3174,a1912,majority
3175,a1912,dissent1
3176,a1913,majority
3177,a1913,dissent1
3178,a1913,majority
3179,a1913,dissent2
3180,a1914,majority
3181,a1914,dissent1
3182,a1915,majority
3183,a1915,dissent1
3184,a1916,majority
3185,a1916,dissent1
3186,a1917,majority
3187,a1917,dissent1
3188,a1919,majority
3189,a1919,dissent1
3190,a1920,majority
3191,a1920,dissent1
3192,a1920,majority
3193,a1920,dissent2
3194,a1921,majority
3195,a1921,dissent1
3196,a1922,majority
3197,a1922,dissent1
3198,a1928,majority
3199,a1928,dissent1
3200,a1930,majority
3201,a1930,dissent1
3202,a1931,majority
3203,a1931,dissent1
3204,a1931,majority
3205,a1931,dissent2
3206,a1932,majority
3207,a1932,dissent1
3208,a1932,majority
3209,a1932,dissent2
3210,a1932,majority
3211,a1932,dissent3
3212,a1933,majority
3213,a1933,dissent1
3214,a1934,majority
3215,a1934,dissent1
3216,a1935,majority
3217,a1935,dissent1
3218,a1936,majority
3219,a1936,dissent1
3220,a1939,majority
3221,a1939,dissent1
3222,a1941,majority
3223,a1941,dissent1
3224,a1943,majority
3225,a1943,dissent1
3226,a1944,majority
3227,a1944,dissent1
3228,a1945,majority
3229,a1945,dissent1
3230,a1947,majority
3231,a1947,dissent1
3232,a1949,majority
3233,a1949,dissent1
3234,a1950,majority
3235,a1950,dissent1
3236,a1953,majority
3237,a1953,dissent1
3238,a1953,majority
3239,a1953,dissent2
3240,a1954,majority
3241,a1954,dissent1
3242,a1956,majority
3243,a1956,dissent1
3244,a1957,majority
3245,a1957,dissent1
3246,a1959,majority
3247,a1959,dissent1
3248,a1961,majority
3249,a1961,dissent1
3250,a1961,majority
3251,a1961,dissent2
3252,a1961,majority
3253,a1961,dissent3
3254,a1961,majority
3255,a1961,dissent4
3256,a1962,majority
3257,a1962,dissent1
3258,a1963,majority
3259,a1963,dissent1
3260,a1963,majority
3261,a1963,dissent2
3262,a1964,majority
3263,a1964,dissent1
3264,a1964,majority
3265,a1964,dissent2
3266,a1965,majority
3267,a1965,dissent1
3268,a1965,majority
3269,a1965,dissent2
3270,a1966,majority
3271,a1966,dissent1
3272,a1966,majority
3273,a1966,dissent2
3274,a1966,majority
3275,a1966,dissent3
3276,a1967,majority
3277,a1967,dissent1
3278,a1967,majority
3279,a1967,dissent2
3280,a1968,majority
3281,a1968,dissent1
3282,a1968,majority
3283,a1968,dissent2
3284,a1970,majority
3285,a1970,dissent1
3286,a1970,majority
3287,a1970,dissent2
3288,a1973,majority
3289,a1973,dissent1
3290,a1973,majority
3291,a1973,dissent2
3292,a1974,majority
3293,a1974,dissent1
3294,a1976,majority
3295,a1976,dissent1
3296,a1978,majority
3297,a1978,dissent1
3298,a1979,majority
3299,a1979,dissent1
3300,a1980,majority
3301,a1980,dissent1
3302,a1981,majority
3303,a1981,dissent1
3304,a1981,majority
3305,a1981,dissent2
3306,a1981,majority
3307,a1981,dissent3
3308,a1982,majority
3309,a1982,dissent1
3310,a1983,majority
3311,a1983,dissent1
3312,a1983,majority
3313,a1983,dissent2
3314,a1986,majority
3315,a1986,dissent1
3316,a1987,majority
3317,a1987,dissent1
3318,a1987,majority
3319,a1987,dissent2
3320,a1988,majority
3321,a1988,dissent1
3322,a1988,majority
3323,a1988,dissent2
3324,a1989,majority
3325,a1989,dissent1
3326,a1990,majority
3327,a1990,dissent1
3328,a1990,majority
3329,a1990,dissent2
3330,a1990,majority
3331,a1990,dissent3
3332,a1991,majority
3333,a1991,dissent1
3334,a1992,majority
3335,a1992,dissent1
3336,a1994,majority
3337,a1994,dissent1
3338,a1995,majority
3339,a1995,dissent1
3340,a2024,majority
3341,a2024,dissent1
3342,a2024,majority
3343,a2024,dissent2
3344,a2025,majority
3345,a2025,dissent1
3346,a2026,majority
3347,a2026,dissent1
3348,a2027,majority
3349,a2027,dissent1
3350,a2028,majority
3351,a2028,dissent1
3352,a2028,majority
3353,a2028,dissent2
3354,a2029,majority
3355,a2029,dissent1
3356,a2030,majority
3357,a2030,dissent1
3358,a2031,majority
3359,a2031,dissent1
3360,a2031,majority
3361,a2031,dissent2
3362,a2033,majority
3363,a2033,dissent1
3364,a2035,majority
3365,a2035,dissent1
3366,a2037,majority
3367,a2037,dissent1
3368,a2038,majority
3369,a2038,dissent1
3370,a2038,majority
3371,a2038,dissent2
3372,a2039,majority
3373,a2039,dissent1
3374,a2040,majority
3375,a2040,dissent1
3376,a2041,majority
3377,a2041,dissent1
3378,a2042,majority
3379,a2042,dissent1
3380,a2043,majority
3381,a2043,dissent1
3382,a2044,majority
3383,a2044,dissent1
3384,a2044,majority
3385,a2044,dissent2
3386,a2045,majority
3387,a2045,dissent1
3388,a2045,majority
3389,a2045,dissent2
3390,a2046,majority
3391,a2046,dissent1
3392,a2047,majority
3393,a2047,dissent1
3394,a2047,majority
3395,a2047,dissent2
3396,a2047,majority
3397,a2047,dissent3
3398,a2047,majority
3399,a2047,dissent4
3400,a2048,majority
3401,a2048,dissent1
3402,a2048,majority
3403,a2048,dissent2
3404,a2049,majority
3405,a2049,dissent1
3406,a2050,majority
3407,a2050,dissent1
3408,a2051,majority
3409,a2051,dissent1
3410,a2052,majority
3411,a2052,dissent1
3412,a2053,majority
3413,a2053,dissent1
3414,a2054,majority
3415,a2054,dissent1
3416,a2055,majority
3417,a2055,dissent1
3418,a2059,majority
3419,a2059,dissent1
3420,a2059,majority
3421,a2059,dissent2
3422,a2059,majority
3423,a2059,dissent3
3424,a2061,majority
3425,a2061,dissent1
3426,a2062,majority
3427,a2062,dissent1
3428,a2063,majority
3429,a2063,dissent1
3430,a2064,majority
3431,a2064,dissent1
3432,a2065,majority
3433,a2065,dissent1
3434,a2066,majority
3435,a2066,dissent1
3436,a2067,majority
3437,a2067,dissent1
3438,a2068,majority
3439,a2068,dissent1
3440,a2069,majority
3441,a2069,dissent1
3442,a2069,majority
3443,a2069,dissent2
3444,a2070,majority
3445,a2070,dissent1
3446,a2071,majority
3447,a2071,dissent1
3448,a2071,majority
3449,a2071,dissent2
3450,a2072,majority
3451,a2072,dissent1
3452,a2074,majority
3453,a2074,dissent1
3454,a2075,majority
3455,a2075,dissent1
3456,a2076,majority
3457,a2076,dissent1
3458,a2077,majority
3459,a2077,dissent1
3460,a2079,majority
3461,a2079,dissent1
3462,a2080,majority
3463,a2080,dissent1
3464,a2081,majority
3465,a2081,dissent1
3466,a2087,majority
3467,a2087,dissent1
3468,a2088,majority
3469,a2088,dissent1
3470,a2088,majority
3471,a2088,dissent2
3472,a2088,majority
3473,a2088,dissent3
3474,a2089,majority
3475,a2089,dissent1
3476,a2089,majority
3477,a2089,dissent2
3478,a2090,majority
3479,a2090,dissent1
3480,a2090,majority
3481,a2090,dissent2
3482,a2092,majority
3483,a2092,dissent1
3484,a2093,majority
3485,a2093,dissent1
3486,a2094,majority
3487,a2094,dissent1
3488,a2094,majority
3489,a2094,dissent2
3490,a2094,majority
3491,a2094,dissent3
3492,a2095,majority
3493,a2095,dissent1
3494,a2095,majority
3495,a2095,dissent2
3496,a2096,majority
3497,a2096,dissent1
3498,a2097,majority
3499,a2097,dissent1
3500,a2098,majority
3501,a2098,dissent1
3502,a2098,majority
3503,a2098,dissent2
3504,a2099,majority
3505,a2099,dissent1
3506,a2099,majority
3507,a2099,dissent2
3508,a2101,majority
3509,a2101,dissent1
3510,a2101,majority
3511,a2101,dissent2
3512,a2102,majority
3513,a2102,dissent1
3514,a2105,majority
3515,a2105,dissent1
3516,a2105,majority
3517,a2105,dissent2
3518,a2109,majority
3519,a2109,dissent1
3520,a2109,majority
3521,a2109,dissent2
3522,a2114,majority
3523,a2114,dissent1
3524,a2114,majority
3525,a2114,dissent2
3526,a2115,majority
3527,a2115,dissent1
3528,a2115,majority
3529,a2115,dissent2
3530,a2116,majority
3531,a2116,dissent1
3532,a2117,majority
3533,a2117,dissent1
3534,a2117,majority
3535,a2117,dissent2
3536,a2118,majority
3537,a2118,dissent1
3538,a2118,majority
3539,a2118,dissent2
3540,a2119,majority
3541,a2119,dissent1
3542,a2119,majority
3543,a2119,dissent2
3544,a2119,majority
3545,a2119,dissent3
3546,a2120,majority
3547,a2120,dissent1
3548,a2121,majority
3549,a2121,dissent1
3550,a2122,majority
3551,a2122,dissent1
3552,a2123,majority
3553,a2123,dissent1
3554,a2123,majority
3555,a2123,dissent2
3556,a2124,majority
3557,a2124,dissent1
3558,a2124,majority
3559,a2124,dissent2
3560,a2124,majority
3561,a2124,dissent3
3562,a2124,majority
3563,a2124,dissent4
3564,a2125,majority
3565,a2125,dissent1
3566,a2126,majority
3567,a2126,dissent1
3568,a2127,majority
3569,a2127,dissent1
3570,a2127,majority
3571,a2127,dissent2
3572,a2129,majority
3573,a2129,dissent1
3574,a2129,majority
3575,a2129,dissent2
3576,a2130,majority
3577,a2130,dissent1
3578,a2131,majority
3579,a2131,dissent1
3580,a2132,majority
3581,a2132,dissent1
3582,a2132,majority
3583,a2132,dissent2
3584,a2133,majority
3585,a2133,dissent1
3586,a2134,majority
3587,a2134,dissent1
3588,a2134,majority
3589,a2134,dissent2
3590,a2135,majority
3591,a2135,dissent1
3592,a2136,majority
3593,a2136,dissent1
3594,a2137,majority
3595,a2137,dissent1
3596,a2137,majority
3597,a2137,dissent2
3598,a2138,majority
3599,a2138,dissent1
3600,a2141,majority
3601,a2141,dissent1
3602,a2142,majority
3603,a2142,dissent1
3604,a2142,majority
3605,a2142,dissent2
3606,a2143,majority
3607,a2143,dissent1
3608,a2144,majority
3609,a2144,dissent1
3610,a2146,majority
3611,a2146,dissent1
3612,a2146,majority
3613,a2146,dissent2
3614,a2147,majority
3615,a2147,dissent1
3616,a2148,majority
3617,a2148,dissent1
3618,a2149,majority
3619,a2149,dissent1
3620,a2150,majority
3621,a2150,dissent1
3622,a2151,majority
3623,a2151,dissent1
3624,a2153,majority
3625,a2153,dissent1
3626,a2154,majority
3627,a2154,dissent1
3628,a2155,majority
3629,a2155,dissent1
3630,a2156,majority
3631,a2156,dissent1
3632,a2157,majority
3633,a2157,dissent1
3634,a2158,majority
3635,a2158,dissent1
3636,a2159,majority
3637,a2159,dissent1
3638,a2160,majority
3639,a2160,dissent1
3640,a2160,majority
3641,a2160,dissent2
3642,a2161,majority
3643,a2161,dissent1
3644,a2163,majority
3645,a2163,dissent1
3646,a2164,majority
3647,a2164,dissent1
3648,a2165,majority
3649,a2165,dissent1
3650,a2166,majority
3651,a2166,dissent1
3652,a2169,majority
3653,a2169,dissent1
3654,a2170,majority
3655,a2170,dissent1
3656,a2198,majority
3657,a2198,dissent1
3658,a2199,majority
3659,a2199,dissent1
3660,a2200,majority
3661,a2200,dissent1
3662,a2201,majority
3663,a2201,dissent1
3664,a2202,majority
3665,a2202,dissent1
3666,a2203,majority
3667,a2203,dissent1
3668,a2206,majority
3669,a2206,dissent1
3670,a2207,majority
3671,a2207,dissent1
3672,a2210,majority
3673,a2210,dissent1
3674,a2220,majority
3675,a2220,dissent1
3676,a2221,majority
3677,a2221,dissent1
3678,a2222,majority
3679,a2222,dissent1
3680,a2224,majority
3681,a2224,dissent1
3682,a2226,majority
3683,a2226,dissent1
3684,a2227,majority
3685,a2227,dissent1
3686,a2228,majority
3687,a2228,dissent1
3688,a2228,majority
3689,a2228,dissent2
3690,a2229,majority
3691,a2229,dissent1
3692,a2230,majority
3693,a2230,dissent1
3694,a2231,majority
3695,a2231,dissent1
3696,a2232,majority
3697,a2232,dissent1
3698,a2232,majority
3699,a2232,dissent2
3700,a2233,majority
3701,a2233,dissent1
3702,a2233,majority
3703,a2233,dissent2
3704,a2234,majority
3705,a2234,dissent1
3706,a2235,majority
3707,a2235,dissent1
3708,a2239,majority
3709,a2239,dissent1
3710,a2240,majority
3711,a2240,dissent1
3712,a2242,majority
3713,a2242,dissent1
3714,a2244,majority
3715,a2244,dissent1
3716,a2245,majority
3717,a2245,dissent1
3718,a2245,majority
3719,a2245,dissent2
3720,a2246,majority
3721,a2246,dissent1
3722,a2246,majority
3723,a2246,dissent2
3724,a2247,majority
3725,a2247,dissent1
3726,a2248,majority
3727,a2248,dissent1
3728,a2248,majority
3729,a2248,dissent2
3730,a2248,majority
3731,a2248,dissent3
3732,a2249,majority
3733,a2249,dissent1
3734,a2251,majority
3735,a2251,dissent1
3736,a2252,majority
3737,a2252,dissent1
3738,a2253,majority
3739,a2253,dissent1
3740,a2254,majority
3741,a2254,dissent1
3742,a2259,majority
3743,a2259,dissent1
3744,a2259,majority
3745,a2259,dissent2
3746,a2260,majority
3747,a2260,dissent1
3748,a2260,majority
3749,a2260,dissent2
3750,a2260,majority
3751,a2260,dissent3
3752,a2261,majority
3753,a2261,dissent1
3754,a2262,majority
3755,a2262,dissent1
3756,a2262,majority
3757,a2262,dissent2
3758,a2263,majority
3759,a2263,dissent1
3760,a2264,majority
3761,a2264,dissent1
3762,a2265,majority
3763,a2265,dissent1
3764,a2265,majority
3765,a2265,dissent2
3766,a2268,majority
3767,a2268,dissent1
3768,a2269,majority
3769,a2269,dissent1
3770,a2273,majority
3771,a2273,dissent1
3772,a2274,majority
3773,a2274,dissent1
3774,a2276,majority
3775,a2276,dissent1
3776,a2277,majority
3777,a2277,dissent1
3778,a2285,majority
3779,a2285,dissent1
3780,a2286,majority
3781,a2286,dissent1
3782,a2287,majority
3783,a2287,dissent1
3784,a2288,majority
3785,a2288,dissent1
3786,a2289,majority
3787,a2289,dissent1
3788,a2290,majority
3789,a2290,dissent1
3790,a2291,majority
3791,a2291,dissent1
3792,a2292,majority
3793,a2292,dissent1
3794,a2294,majority
3795,a2294,dissent1
3796,a2295,majority
3797,a2295,dissent1
3798,a2296,majority
3799,a2296,dissent1
3800,a2297,majority
3801,a2297,dissent1
3802,a2298,majority
3803,a2298,dissent1
3804,a2300,majority
3805,a2300,dissent1
3806,a2301,majority
3807,a2301,dissent1
3808,a2302,majority
3809,a2302,dissent1
3810,a2303,majority
3811,a2303,dissent1
3812,a2304,majority
3813,a2304,dissent1
3814,a2305,majority
3815,a2305,dissent1
3816,a2306,majority
3817,a2306,dissent1
3818,a2307,majority
3819,a2307,dissent1
3820,a2308,majority
3821,a2308,dissent1
3822,a2309,majority
3823,a2309,dissent1
3824,a2316,majority
3825,a2316,dissent1
3826,a2317,majority
3827,a2317,dissent1
3828,a2317,majority
3829,a2317,dissent2
3830,a2318,majority
3831,a2318,dissent1
3832,a2318,majority
3833,a2318,dissent2
3834,a2320,majority
3835,a2320,dissent1
3836,a2320,majority
3837,a2320,dissent2
3838,a2321,majority
3839,a2321,dissent1
3840,a2321,majority
3841,a2321,dissent2
3842,a2321,majority
3843,a2321,dissent3
3844,a2323,majority
3845,a2323,dissent1
3846,a2324,majority
3847,a2324,dissent1
3848,a2325,majority
3849,a2325,dissent1
3850,a2325,majority
3851,a2325,dissent2
3852,a2325,majority
3853,a2325,dissent3
3854,a2325,majority
3855,a2325,dissent4
3856,a2325,majority
3857,a2325,dissent5
3858,a2326,majority
3859,a2326,dissent1
3860,a2326,majority
3861,a2326,dissent2
3862,a2328,majority
