case_key,majority_opinion_label,dissent_opinion_label,kl_divergence
a1544,majority,dissent1,1.1732186699117444
a1547,majority,dissent1,0.4747201752825536
a1547,majority,dissent2,0.6001693806411199
a1549,majority,dissent1,3.4974337435608525
a1549,majority,dissent2,3.3537041838399744
a1551,majority,dissent1,0.7341125311767718
a1551,majority,dissent2,2.072194163342948
a1551,majority,dissent3,3.0672555042118024
a1551,majority,dissent4,6.106718167885384
a1552,majority,dissent1,1.9922358088285546
a1552,majority,dissent2,1.1812890094397148
a1553,majority,dissent1,0.6657648787803592
a1553,majority,dissent2,0.4042906151347237
a1554,majority,dissent1,4.826479285725
a1555,majority,dissent1,3.5882013592563684
a1555,majority,dissent2,2.6965350635298804
a1556,majority,dissent1,1.7859205972233223
a1556,majority,dissent2,2.7372729923539434
a1557,majority,dissent1,0.7983646742852339
a1558,majority,dissent1,0.6094015089490721
a1569,majority,dissent1,1.6871375485372322
a1570,majority,dissent1,1.2618524628077352
a1572,majority,dissent1,0.8023210887089534
a1572,majority,dissent2,2.5508316405520883
a1573,majority,dissent1,2.2838462143253575
a1575,majority,dissent1,0.9100892510679494
a1576,majority,dissent1,1.3610152958163708
a1577,majority,dissent1,1.2836319554485722
a1578,majority,dissent1,0.9935397330227402
a1579,majority,dissent1,2.380671730590535
a1580,majority,dissent1,0.7791504054844008
a1582,majority,dissent1,2.0500674112104313
a1584,majority,dissent1,1.3238676334155932
a1586,majority,dissent1,1.0304564718897806
a1587,majority,dissent1,0.74059124877041
a1588,majority,dissent1,1.380643902314562
a1591,majority,dissent1,1.1791589618828837
a1592,majority,dissent1,1.2044904169291335
a1593,majority,dissent1,0.7205336077183588
a1594,majority,dissent1,0.7499387610388334
a1596,majority,dissent1,0.6456674466579414
a1598,majority,dissent1,3.8292042781840987
a1598,majority,dissent2,3.9037290280138905
a1599,majority,dissent1,2.6124461490544935
a1599,majority,dissent2,3.0079444134974453
a1603,majority,dissent1,1.35584343301481
a1603,majority,dissent2,1.3092265214699645
a1605,majority,dissent1,1.657988233434141
a1606,majority,dissent1,2.2583287733422606
a1607,majority,dissent1,1.781531091981953
a1608,majority,dissent1,2.809281579435087
a1609,majority,dissent1,1.681531216213693
a1612,majority,dissent1,4.289992619456944
a1616,majority,dissent1,4.850490181347362
a1617,majority,dissent1,2.1162527060670135
a1617,majority,dissent2,1.155060190204358
a1619,majority,dissent1,1.3434639664974692
a1620,majority,dissent1,5.248342716638428
a1620,majority,dissent2,0.7273390558108115
a1622,majority,dissent1,2.853065182638828
a1625,majority,dissent1,1.6208749552494646
a1629,majority,dissent1,2.8266698008783804
a1630,majority,dissent1,6.194104431998588
a1632,majority,dissent1,1.0655986055599622
a1632,majority,dissent2,2.0671133781403266
a1633,majority,dissent1,1.465686318796192
a1633,majority,dissent2,3.7821468208087623
a1634,majority,dissent1,2.819182596400113
a1635,majority,dissent1,0.4875879268433348
a1638,majority,dissent1,1.5679431345286587
a1642,majority,dissent1,4.839169841340509
a1643,majority,dissent1,3.098418311623801
a1643,majority,dissent2,4.303436175088213
a1644,majority,dissent1,1.1587426590418795
a1645,majority,dissent1,1.370922841698706
a1649,majority,dissent1,5.259155126077773
a1649,majority,dissent2,6.334047136895898
a1651,majority,dissent1,1.8398196656791035
a1652,majority,dissent1,0.8982287929153361
a1653,majority,dissent1,0.6928252370082011
a1653,majority,dissent2,0.6293932392903911
a1654,majority,dissent1,3.792068951836645
a1655,majority,dissent1,2.330618064106653
a1655,majority,dissent2,3.397693648465464
a1658,majority,dissent1,0.43923295547869695
a1659,majority,dissent1,0.49273926344001834
a1661,majority,dissent1,1.2908090966209282
a1662,majority,dissent1,2.325131228468915
a1663,majority,dissent1,3.401111209365031
a1667,majority,dissent1,7.544234822050042
a1668,majority,dissent1,0.7083914774781341
a1668,majority,dissent2,4.039668964817424
a1669,majority,dissent1,2.2081340997960406
a1670,majority,dissent1,1.029288219015865
a1671,majority,dissent1,4.1288096768211
a1673,majority,dissent1,0.8262040764396628
a1675,majority,dissent1,0.7390413135865938
a1676,majority,dissent1,2.1131944956230115
a1677,majority,dissent1,3.072803264369161
a1678,majority,dissent1,2.6376698951331257
a1679,majority,dissent1,4.079413368922062
a1685,majority,dissent1,1.0458075620796412
a1686,majority,dissent1,0.984965266838097
a1688,majority,dissent1,1.7323347538747862
a1689,majority,dissent1,2.021670344574414
a1690,majority,dissent1,0.7942925822321948
a1691,majority,dissent1,1.1336340578589614
a1692,majority,dissent1,2.0712928495286134
a1694,majority,dissent1,0.952975736467296
a1697,majority,dissent1,2.35115631425158
a1699,majority,dissent1,2.020456814951736
a1703,majority,dissent1,2.1890877401382594
a1704,majority,dissent1,3.422938300227684
a1705,majority,dissent1,1.1782093849085107
a1706,majority,dissent1,1.0841798467922348
a1707,majority,dissent1,0.7316121943958849
a1708,majority,dissent1,0.2653692704472034
a1709,majority,dissent1,2.0842662042586233
a1709,majority,dissent2,1.224001514624872
a1710,majority,dissent1,1.429362949522422
a1711,majority,dissent1,1.4710953634906445
a1712,majority,dissent1,0.9200931919751381
a1713,majority,dissent1,3.0848700295890845
a1713,majority,dissent2,3.3317939574801336
a1715,majority,dissent1,1.2903457564882852
a1716,majority,dissent1,1.2835465176228364
a1717,majority,dissent1,0.6898163365969562
a1720,majority,dissent1,4.504155678802421
a1720,majority,dissent2,2.725432620880448
a1724,majority,dissent1,8.64570619982299
a1726,majority,dissent1,9.32476990790674
a1732,majority,dissent1,2.978756340651321
a1732,majority,dissent2,2.4301101136850436
a1733,majority,dissent1,1.0698258299438208
a1734,majority,dissent1,1.2704307565527309
a1736,majority,dissent1,1.5063862511829103
a1737,majority,dissent1,2.4733141434163337
a1737,majority,dissent2,1.446159203563443
a1738,majority,dissent1,2.7235506290995457
a1739,majority,dissent1,1.3778485922256138
a1740,majority,dissent1,1.3178821412817698
a1741,majority,dissent1,0.4787181683298052
a1742,majority,dissent1,2.4297842937009553
a1744,majority,dissent1,2.152107364193081
a1746,majority,dissent1,1.5412429341783966
a1748,majority,dissent1,4.289323424959611
a1751,majority,dissent1,2.7517512550354217
a1751,majority,dissent2,2.7120018131819714
a1752,majority,dissent1,1.7260346709922167
a1753,majority,dissent1,3.8199947108675083
a1754,majority,dissent1,1.3074963777476987
a1756,majority,dissent1,0.9542147026704624
a1757,majority,dissent1,1.2008930797376485
a1760,majority,dissent1,1.8451166524433793
a1760,majority,dissent2,0.4731585454122188
a1762,majority,dissent1,3.485593204099512
a1763,majority,dissent1,3.2671221542176068
a1764,majority,dissent1,1.5944377931846816
a1764,majority,dissent2,1.5804083192040235
a1764,majority,dissent3,6.228850805600007
a1766,majority,dissent1,0.6461928401696682
a1766,majority,dissent2,0.9187410662421163
a1772,majority,dissent1,0.8815930406721422
a1773,majority,dissent1,4.530837893801397
a1773,majority,dissent2,1.6077567886151607
a1773,majority,dissent3,1.8825646328240473
a1774,majority,dissent1,1.7014334627426355
a1774,majority,dissent2,0.5211986169315928
a1776,majority,dissent1,2.460644946437492
a1777,majority,dissent1,2.694448774836208
a1778,majority,dissent1,0.18655461705722803
a1779,majority,dissent1,1.3852644750810916
a1779,majority,dissent2,1.8170642189738797
a1781,majority,dissent1,2.7991692685477796
a1782,majority,dissent1,2.989178603314914
a1783,majority,dissent1,7.39552958778995
a1784,majority,dissent1,1.2388308076310548
a1784,majority,dissent2,2.4767377124876764
a1785,majority,dissent1,1.5435095442503448
a1788,majority,dissent1,0.9371325937951563
a1789,majority,dissent1,0.4726854107332948
a1790,majority,dissent1,3.4124691379181966
a1791,majority,dissent1,2.1373710343663856
a1792,majority,dissent1,0.9914081728587442
a1792,majority,dissent2,1.887336014528533
a1794,majority,dissent1,1.5851962105383313
a1795,majority,dissent1,0.7173184911271617
a1803,majority,dissent1,3.9468070449524832
a1804,majority,dissent1,1.625071794678181
a1804,majority,dissent2,1.2406334673809765
a1808,majority,dissent1,1.2881136650400282
a1810,majority,dissent1,0.8443116337852186
a1810,majority,dissent2,1.4795538561329373
a1810,majority,dissent3,2.0324236730319916
a1811,majority,dissent1,1.1307261385533853
a1811,majority,dissent2,0.8663647700375641
a1812,majority,dissent1,1.7289623010453925
a1812,majority,dissent2,4.270458686908761
a1813,majority,dissent1,0.24880752629714056
a1814,majority,dissent1,3.801165933254054
a1814,majority,dissent2,3.659170436161883
a1814,majority,dissent3,3.00260483174075
a1816,majority,dissent1,1.4663910948317984
a1817,majority,dissent1,0.3161669622537044
a1821,majority,dissent1,2.493028545757399
a1821,majority,dissent2,2.131801371958839
a1823,majority,dissent1,2.6542590352685465
a1825,majority,dissent1,1.0021967055938934
a1826,majority,dissent1,2.2849395644357404
a1826,majority,dissent2,3.1010851436845797
a1829,majority,dissent1,0.8895561945395627
a1829,majority,dissent2,0.8976428325188617
a1830,majority,dissent1,1.8941314297993916
a1832,majority,dissent1,2.015078226767267
a1833,majority,dissent1,0.7529781997646208
a1834,majority,dissent1,2.0958104122466166
a1836,majority,dissent1,0.672249109312169
a1838,majority,dissent1,1.219175127451475
a1840,majority,dissent1,1.4881895159382001
a1841,majority,dissent1,0.7947945649882339
a1841,majority,dissent2,0.6565642378136723
a1842,majority,dissent1,3.3494128051785115
a1843,majority,dissent1,3.907019527945082
a1844,majority,dissent1,1.064056943201837
a1845,majority,dissent1,0.954085646765689
a1846,majority,dissent1,1.0020431679255908
a1847,majority,dissent1,1.5505760127783983
a1849,majority,dissent1,1.4229374878329615
a1850,majority,dissent1,1.5775271230490198
a1854,majority,dissent1,1.5602478682418393
a1854,majority,dissent2,1.6317898589296385
a1855,majority,dissent1,0.8139014051731399
a1856,majority,dissent1,4.393599678333362
a1858,majority,dissent1,1.2135940561721075
a1858,majority,dissent2,2.1518525228762724
a1859,majority,dissent1,2.2144467607928697
a1862,majority,dissent1,3.3876679262756277
a1863,majority,dissent1,0.7177755449578914
a1863,majority,dissent2,1.1857730066191183
a1864,majority,dissent1,1.789761106820738
a1865,majority,dissent1,1.2040953239082137
a1865,majority,dissent2,0.832805679058577
a1866,majority,dissent1,0.7760274728252805
a1868,majority,dissent1,1.4737429649165963
a1869,majority,dissent1,2.4712625914223825
a1870,majority,dissent1,0.9054955090192954
a1870,majority,dissent2,1.2254954453789946
a1871,majority,dissent1,0.6343830076811157
a1871,majority,dissent2,0.7445987732224386
a1872,majority,dissent1,1.9108453714260283
a1873,majority,dissent1,1.7916525295956205
a1874,majority,dissent1,0.942763050232628
a1874,majority,dissent2,0.7305189234777825
a1874,majority,dissent3,1.19759970581041
a1875,majority,dissent1,1.3254112765833252
a1875,majority,dissent2,1.7961864832714658
a1876,majority,dissent1,3.214248072555088
a1878,majority,dissent1,1.843994424310003
a1880,majority,dissent1,0.6261818866027357
a1881,majority,dissent1,1.2599127488375712
a1881,majority,dissent2,0.8858392595107978
a1882,majority,dissent1,1.1986139572587682
a1883,majority,dissent1,1.2890908484431614
a1883,majority,dissent2,3.9134830957599798
a1883,majority,dissent3,1.1696950698951434
a1899,majority,dissent1,1.6564769763114393
a1899,majority,dissent2,1.8300730291783938
a1901,majority,dissent1,2.0001199468436432
a1902,majority,dissent1,5.04374868186166
a1903,majority,dissent1,1.089832712010079
a1904,majority,dissent1,0.7497000547629349
a1906,majority,dissent1,1.2140664722004826
a1907,majority,dissent1,0.6561762361774289
a1909,majority,dissent1,0.8456391800836267
a1910,majority,dissent1,2.584606463598843
a1910,majority,dissent2,2.1420954892849773
a1910,majority,dissent3,1.7053739203248401
a1910,majority,dissent4,1.780167952404622
a1911,majority,dissent1,1.5783581170733232
a1912,majority,dissent1,1.8875437683037708
a1913,majority,dissent1,0.5526311768250737
a1913,majority,dissent2,1.0641283918703637
a1914,majority,dissent1,0.5286523490263608
a1915,majority,dissent1,0.8916859673232905
a1916,majority,dissent1,1.1369637426190617
a1917,majority,dissent1,5.188379670857742
a1919,majority,dissent1,1.8414692803333137
a1920,majority,dissent1,0.8654183927066803
a1920,majority,dissent2,1.408406685047647
a1921,majority,dissent1,0.35998132957098555
a1922,majority,dissent1,1.0970334156933563
a1928,majority,dissent1,1.5190703347911179
a1930,majority,dissent1,1.0893622096849698
a1931,majority,dissent1,6.476821727831087
a1931,majority,dissent2,2.365818087619891
a1932,majority,dissent1,2.0466659384405244
a1932,majority,dissent2,0.6562368551188916
a1932,majority,dissent3,1.1448917191421228
a1933,majority,dissent1,1.6706901498190962
a1934,majority,dissent1,6.767602016806177
a1935,majority,dissent1,2.074051573684864
a1936,majority,dissent1,1.9698209787666414
a1939,majority,dissent1,1.3050264157245162
a1941,majority,dissent1,5.514932262626844
a1943,majority,dissent1,3.861989720501753
a1944,majority,dissent1,1.6648850495009127
a1945,majority,dissent1,0.6320498031187733
a1947,majority,dissent1,0.9246280364624827
a1949,majority,dissent1,0.40331566295542987
a1950,majority,dissent1,0.20722907452936934
a1953,majority,dissent1,1.408404397717955
a1953,majority,dissent2,2.1749472986862957
a1954,majority,dissent1,0.919956869863866
a1956,majority,dissent1,0.6133149214460412
a1957,majority,dissent1,1.0040543977621774
a1959,majority,dissent1,1.3834306933969067
a1961,majority,dissent1,1.9358136196733604
a1961,majority,dissent2,1.245138496801683
a1961,majority,dissent3,1.381393397313508
a1961,majority,dissent4,7.404573649879323
a1962,majority,dissent1,1.0757860348607895
a1963,majority,dissent1,0.47920390689071224
a1963,majority,dissent2,0.8949708404555677
a1964,majority,dissent1,1.7453802802065215
a1964,majority,dissent2,1.5433866834921623
a1965,majority,dissent1,6.50503304415513
a1965,majority,dissent2,2.4914274401873806
a1966,majority,dissent1,0.6075573772286414
a1966,majority,dissent2,0.9439272473606618
a1966,majority,dissent3,0.7666853000390366
a1967,majority,dissent1,1.4044536565655477
a1967,majority,dissent2,0.7065886605972896
a1968,majority,dissent1,1.1863278489739233
a1968,majority,dissent2,0.4865857760689335
a1970,majority,dissent1,4.7967536567227995
a1970,majority,dissent2,5.364154639233395
a1973,majority,dissent1,3.0348361367742527
a1973,majority,dissent2,1.6141834995191306
a1974,majority,dissent1,4.46575625229158
a1976,majority,dissent1,4.683833468282043
a1978,majority,dissent1,0.6551546676188704
a1979,majority,dissent1,1.6510898408910792
a1980,majority,dissent1,1.9678999982156447
a1981,majority,dissent1,3.6825832085676975
a1981,majority,dissent2,2.517338040906872
a1981,majority,dissent3,1.3310216746115044
a1982,majority,dissent1,0.7471094823377545
a1983,majority,dissent1,0.7329441013031263
a1983,majority,dissent2,0.32840852905253914
a1986,majority,dissent1,0.27837016646731855
a1987,majority,dissent1,3.0048627156376844
a1987,majority,dissent2,1.6277119647359064
a1988,majority,dissent1,1.492433961039904
a1988,majority,dissent2,1.2600883879952234
a1989,majority,dissent1,0.47866580072982357
a1990,majority,dissent1,0.6887351886488698
a1990,majority,dissent2,7.464722735918468
a1990,majority,dissent3,1.6008508812920397
a1991,majority,dissent1,0.4790923192698145
a1992,majority,dissent1,0.8161024767479942
a1994,majority,dissent1,1.614419437235496
a1995,majority,dissent1,0.8700192314869983
a2024,majority,dissent1,2.202823751184838
a2024,majority,dissent2,1.9949849274699347
a2025,majority,dissent1,1.685451492036309
a2026,majority,dissent1,1.6060061357242263
a2027,majority,dissent1,1.3171483111169555
a2028,majority,dissent1,2.2390769170679854
a2028,majority,dissent2,1.5948511949293342
a2029,majority,dissent1,1.3193786737300313
a2030,majority,dissent1,1.1308509173828285
a2031,majority,dissent1,2.0267473682414394
a2031,majority,dissent2,2.1927918121181067
a2033,majority,dissent1,2.526258605266598
a2035,majority,dissent1,0.9593211038897459
a2037,majority,dissent1,3.4929460697787866
a2038,majority,dissent1,0.8733835804105118
a2038,majority,dissent2,1.2144395996340172
a2039,majority,dissent1,1.7116562531982609
a2040,majority,dissent1,1.4474001984058062
a2041,majority,dissent1,1.2451003738766602
a2042,majority,dissent1,1.839723642960601
a2043,majority,dissent1,5.640136692711839
a2044,majority,dissent1,0.7285332169370654
a2044,majority,dissent2,1.8510887998929384
a2045,majority,dissent1,0.48727341975903754
a2045,majority,dissent2,0.5164167042037426
a2046,majority,dissent1,0.5263197487858012
a2047,majority,dissent1,3.1904145730567333
a2047,majority,dissent2,1.4120735675515343
a2047,majority,dissent3,4.33921856342525
a2047,majority,dissent4,2.610166129249315
a2048,majority,dissent1,2.988571206117947
a2048,majority,dissent2,1.699603719597455
a2049,majority,dissent1,0.8141547965009575
a2050,majority,dissent1,2.258986942421123
a2051,majority,dissent1,0.8289005177254216
a2052,majority,dissent1,0.845944408967391
a2053,majority,dissent1,1.1603987032132783
a2054,majority,dissent1,0.5775550783864193
a2055,majority,dissent1,1.693506243472409
a2059,majority,dissent1,3.943649451116765
a2059,majority,dissent2,0.5955826504130802
a2059,majority,dissent3,0.33909236430579764
a2061,majority,dissent1,6.22019768397264
a2062,majority,dissent1,3.914877903917122
a2063,majority,dissent1,1.0449340761469617
a2064,majority,dissent1,1.752618207647318
a2065,majority,dissent1,1.5644261092222782
a2066,majority,dissent1,2.0017103755235186
a2067,majority,dissent1,3.173875870174457
a2068,majority,dissent1,3.2731215340356723
a2069,majority,dissent1,0.5327515148432572
a2069,majority,dissent2,0.49509799034560664
a2070,majority,dissent1,0.5433640833442309
a2071,majority,dissent1,0.6131380040631307
a2071,majority,dissent2,1.4940768828075814
a2072,majority,dissent1,0.12684962965484858
a2074,majority,dissent1,0.39481893495092035
a2075,majority,dissent1,1.8923189418274446
a2076,majority,dissent1,0.35341659018190213
a2077,majority,dissent1,2.458243303438633
a2079,majority,dissent1,0.8693916164652984
a2080,majority,dissent1,1.1826764133364462
a2081,majority,dissent1,1.1106307592286158
a2087,majority,dissent1,3.1178473758890193
a2088,majority,dissent1,1.206058848835036
a2088,majority,dissent2,1.4271557265965742
a2088,majority,dissent3,1.6101785910778734
a2089,majority,dissent1,4.0706762152344265
a2089,majority,dissent2,2.011357792967595
a2090,majority,dissent1,0.948402099073448
a2090,majority,dissent2,0.8657505383034165
a2092,majority,dissent1,1.2189275439596174
a2093,majority,dissent1,1.8834681958759019
a2094,majority,dissent1,1.5201513476133184
a2094,majority,dissent2,1.4544103549200411
a2094,majority,dissent3,0.6431887959470058
a2095,majority,dissent1,0.7620990395625244
a2095,majority,dissent2,2.1149683464124274
a2096,majority,dissent1,0.8961505108818615
a2097,majority,dissent1,1.4416502526726633
a2098,majority,dissent1,1.2120970176292492
a2098,majority,dissent2,0.5911696228722925
a2099,majority,dissent1,2.174652885397993
a2099,majority,dissent2,1.3233214931184711
a2101,majority,dissent1,3.2696229291680963
a2101,majority,dissent2,6.287532762802092
a2102,majority,dissent1,1.5300944740958857
a2105,majority,dissent1,1.7643228768860155
a2105,majority,dissent2,1.3479551206680151
a2109,majority,dissent1,2.134714910882728
a2109,majority,dissent2,1.1502245093030854
a2114,majority,dissent1,0.8848176107373248
a2114,majority,dissent2,1.3040989011451185
a2115,majority,dissent1,2.2246491667188137
a2115,majority,dissent2,1.2592895427244204
a2116,majority,dissent1,0.8542210892748909
a2117,majority,dissent1,4.380747866066465
a2117,majority,dissent2,1.9581261506643242
a2118,majority,dissent1,1.7837900418907133
a2118,majority,dissent2,1.5676929730668
a2119,majority,dissent1,3.4541920303160367
a2119,majority,dissent2,1.7887649358513036
a2119,majority,dissent3,6.594882352689453
a2120,majority,dissent1,1.2392209823339824
a2121,majority,dissent1,0.5326752665096306
a2122,majority,dissent1,0.5772214466633037
a2123,majority,dissent1,1.8507240713024506
a2123,majority,dissent2,1.5992891476045479
a2124,majority,dissent1,0.20743759471186618
a2124,majority,dissent2,1.5894100776405038
a2124,majority,dissent3,0.8927103151083147
a2124,majority,dissent4,5.999602405076896
a2125,majority,dissent1,0.8045034820781806
a2126,majority,dissent1,1.8763885559076783
a2127,majority,dissent1,2.1460175049170385
a2127,majority,dissent2,0.5230413099657173
a2129,majority,dissent1,0.29429229442334637
a2129,majority,dissent2,0.34073658249821914
a2130,majority,dissent1,0.7338437367911395
a2131,majority,dissent1,1.587099949203266
a2132,majority,dissent1,3.0942625671257824
a2132,majority,dissent2,1.188292046759081
a2133,majority,dissent1,1.8429316921775216
a2134,majority,dissent1,1.6988087841303887
a2134,majority,dissent2,0.6646020839591437
a2135,majority,dissent1,3.049028853937205
a2136,majority,dissent1,1.738565679767512
a2137,majority,dissent1,0.8969416249388571
a2137,majority,dissent2,1.281378952136064
a2138,majority,dissent1,2.2539451960966383
a2141,majority,dissent1,3.600878945226234
a2142,majority,dissent1,4.315312392956619
a2142,majority,dissent2,4.098666359184777
a2143,majority,dissent1,0.8236754624171759
a2144,majority,dissent1,0.18218729764523717
a2146,majority,dissent1,1.4619130040139872
a2146,majority,dissent2,1.7927085622525318
a2147,majority,dissent1,0.7894606549787746
a2148,majority,dissent1,1.6714720214757155
a2149,majority,dissent1,2.2686307317114913
a2150,majority,dissent1,4.760819463329186
a2151,majority,dissent1,2.370339478049003
a2153,majority,dissent1,0.9992407764990504
a2154,majority,dissent1,0.4872256773403136
a2155,majority,dissent1,1.390537043157538
a2156,majority,dissent1,0.9409447628466286
a2157,majority,dissent1,0.5893009820691577
a2158,majority,dissent1,0.8908461674888423
a2159,majority,dissent1,1.5365987063629258
a2160,majority,dissent1,1.362877240683627
a2160,majority,dissent2,0.735770596637941
a2161,majority,dissent1,0.9654497801893795
a2163,majority,dissent1,0.9207690268554458
a2164,majority,dissent1,2.8579976691743907
a2165,majority,dissent1,1.512860808709821
a2166,majority,dissent1,1.4810169364766623
a2169,majority,dissent1,0.8262956712644958
a2170,majority,dissent1,2.9235747514930477
a2198,majority,dissent1,1.000259631625283
a2199,majority,dissent1,0.19234386056683497
a2200,majority,dissent1,1.3713603427979095
a2201,majority,dissent1,1.2631941367145672
a2202,majority,dissent1,1.0706409333489912
a2203,majority,dissent1,1.287928795816724
a2206,majority,dissent1,1.0390481983561508
a2207,majority,dissent1,1.0214425129357039
a2210,majority,dissent1,1.0537039173959377
a2220,majority,dissent1,0.9875571113503874
a2221,majority,dissent1,0.9935324725750256
a2222,majority,dissent1,0.810267164513262
a2224,majority,dissent1,1.0623935665159547
a2226,majority,dissent1,0.7170195261597224
a2227,majority,dissent1,0.5784408029508862
a2228,majority,dissent1,2.420576916803113
a2228,majority,dissent2,1.323608117431334
a2229,majority,dissent1,0.32105425885122196
a2230,majority,dissent1,0.581419091665619
a2231,majority,dissent1,2.5077723082710834
a2232,majority,dissent1,4.234546063152289
a2232,majority,dissent2,3.1323448118296926
a2233,majority,dissent1,1.8656874970180224
a2233,majority,dissent2,2.2794064082760714
a2234,majority,dissent1,0.6846809845495735
a2235,majority,dissent1,0.7555995319853999
a2239,majority,dissent1,3.4129947439358244
a2240,majority,dissent1,0.478348812769675
a2242,majority,dissent1,3.510660298503066
a2244,majority,dissent1,0.8362440749957893
a2245,majority,dissent1,3.165257844704147
a2245,majority,dissent2,0.7913450642955863
a2246,majority,dissent1,2.513979247268213
a2246,majority,dissent2,3.132290368243587
a2247,majority,dissent1,1.0142611372550503
a2248,majority,dissent1,1.870344061988673
a2248,majority,dissent2,2.2525984480270953
a2248,majority,dissent3,2.006002233489122
a2249,majority,dissent1,0.8566600734823564
a2251,majority,dissent1,0.6094924355919423
a2252,majority,dissent1,0.154365375838106
a2253,majority,dissent1,0.6331731371020167
a2254,majority,dissent1,2.890589167138759
a2259,majority,dissent1,3.829501378663333
a2259,majority,dissent2,2.309120147028344
a2260,majority,dissent1,0.4780397021187018
a2260,majority,dissent2,2.131241285246866
a2260,majority,dissent3,3.6562300440176143
a2261,majority,dissent1,1.0469886270424884
a2262,majority,dissent1,2.7430285292569208
a2262,majority,dissent2,1.1838895713803814
a2263,majority,dissent1,0.7134660083406822
a2264,majority,dissent1,5.5483968802635975
a2265,majority,dissent1,1.8562876191347109
a2265,majority,dissent2,0.9847692235067322
a2268,majority,dissent1,4.212478222624407
a2269,majority,dissent1,0.7377152197655917
a2273,majority,dissent1,2.3247064568327835
a2274,majority,dissent1,1.9786056289285572
a2276,majority,dissent1,0.9061132053282591
a2277,majority,dissent1,3.269142580617395
a2285,majority,dissent1,2.2472325692356203
a2286,majority,dissent1,2.0342949504593766
a2287,majority,dissent1,1.2130699231861646
a2288,majority,dissent1,1.4039008724895559
a2289,majority,dissent1,2.1001004637752168
a2290,majority,dissent1,1.3793036264846412
a2291,majority,dissent1,0.8570851545084475
a2292,majority,dissent1,0.7776746447415591
a2294,majority,dissent1,2.7798448128358406
a2295,majority,dissent1,1.4148116571636546
a2296,majority,dissent1,0.9595826291404215
a2297,majority,dissent1,1.8669794268809214
a2298,majority,dissent1,0.55311122467345
a2300,majority,dissent1,1.660549288214334
a2301,majority,dissent1,2.378403921123778
a2302,majority,dissent1,1.0620440235860136
a2303,majority,dissent1,2.1586048018367747
a2304,majority,dissent1,0.42922567881040313
a2305,majority,dissent1,0.5142223981981578
a2306,majority,dissent1,1.1395600835661372
a2307,majority,dissent1,0.4023036299460909
a2308,majority,dissent1,1.3723673382178336
a2309,majority,dissent1,1.4946261418522648
a2316,majority,dissent1,0.9843123355053708
a2317,majority,dissent1,1.8151085853306128
a2317,majority,dissent2,4.916175919862748
a2318,majority,dissent1,3.0488474113036133
a2318,majority,dissent2,2.3103825905053745
a2320,majority,dissent1,1.5598793825909454
a2320,majority,dissent2,1.5045267608590454
a2321,majority,dissent1,0.7706664990736173
a2321,majority,dissent2,1.5077112499853351
a2321,majority,dissent3,1.2386737869260167
a2323,majority,dissent1,2.026222295528302
a2324,majority,dissent1,0.35861142110891603
a2325,majority,dissent1,0.37783163230154587
a2325,majority,dissent2,1.3219156071236164
a2325,majority,dissent3,1.6171562362920096
a2325,majority,dissent4,0.49546300307742713
a2325,majority,dissent5,0.696206656764452
a2326,majority,dissent1,4.162814615625398
a2326,majority,dissent2,1.7043898804992361
a2328,majority,dissent1,1.8589188475276988
a2329,majority,dissent1,1.5555682586658
a2330,majority,dissent1,2.4998191193300863
a2330,majority,dissent2,0.3671957116707153
a2332,majority,dissent1,0.5045906054015414
a2334,majority,dissent1,5.417313669265477
a2334,majority,dissent2,3.5331955433410385
a2335,majority,dissent1,0.5349379774820614
a2335,majority,dissent2,0.13352540942974805
a2335,majority,dissent3,0.1405377287164508
a2351,majority,dissent1,0.7825317995322293
a2352,majority,dissent1,2.720344141548053
a2353,majority,dissent1,2.355424499077115
a2354,majority,dissent1,0.954978620296845
a2355,majority,dissent1,0.9867791630712884
a2356,majority,dissent1,1.142041065480184
a2357,majority,dissent1,3.469798580713133
a2357,majority,dissent2,2.1827880312972994
a2358,majority,dissent1,3.3608612921889134
a2359,majority,dissent1,0.9671731628586914
a2360,majority,dissent1,0.948251446187264
a2361,majority,dissent1,2.5277202054583494
a2362,majority,dissent1,1.3079830962724952
a2362,majority,dissent2,0.753933244486417
a2362,majority,dissent3,1.526571433638873
a2364,majority,dissent1,1.7898559845691586
a2364,majority,dissent2,3.684504248563692
a2367,majority,dissent1,0.7006172860979317
a2367,majority,dissent2,5.70687667219304
a2368,majority,dissent1,2.6255239856188317
a2369,majority,dissent1,1.5635525122425695
a2370,majority,dissent1,3.219698265735181
a2405,majority,dissent1,0.543330222067059
a2414,majority,dissent1,5.473076506616819
a2415,majority,dissent1,1.0628848923194951
a2416,majority,dissent1,0.9578833400421907
a2418,majority,dissent1,0.6297249996238579
a2419,majority,dissent1,0.9560795277524092
a2421,majority,dissent1,1.040553678904167
a2422,majority,dissent1,2.0369466551157456
a2423,majority,dissent1,3.6601194101736767
a2423,majority,dissent2,0.4643026079237083
a2424,majority,dissent1,1.5589228440874812
a2424,majority,dissent2,2.6030882749130235
a2426,majority,dissent1,1.8505395474225268
a2428,majority,dissent1,2.6993874206257944
a2429,majority,dissent1,0.33368509041381245
a2430,majority,dissent1,3.0354520097601894
a2431,majority,dissent1,1.1532530575997886
a2432,majority,dissent1,2.5497436615935962
a2432,majority,dissent2,2.7482306098166425
